Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
5.000000000000005,0.03072739241850498,0.5836813795752662,-3.635340312391577
5.034658344259028,0.03103607815330257,0.5903422275527205,-3.665099232856272
5.0695569286834,0.03067840879034576,0.5978276901735788,-3.70060704314983
5.104697418538404,0.03083537788947431,0.6054450307527433,-3.737374745486576
5.140081490632372,0.03063896007988329,0.6129896726672561,-3.773747863140699
5.175710833396726,0.03031843061486194,0.6209542257411917,-3.810856396161839
5.211587146966523,0.03022299617923305,0.6288094297587954,-3.847085442710934
5.247712143261616,0.03033743906133774,0.6364693264610837,-3.885998497217074
5.284087546068298,0.03002965098749208,0.6442910384149474,-3.925756585139581
5.320715091121587,0.02990790581169567,0.652271129729498,-3.963541366157614
5.357596526188035,0.0298634877058738,0.6600943409409692,-4.002361638865636
5.394733611149149,0.0298665500226554,0.6679690329562016,-4.043262393992528
5.432128118085333,0.02939981842737303,0.676672739559375,-4.081349551524625
5.469781831360476,0.02957652952494889,0.6844512678673259,-4.121411468579055
5.507696547707078,0.02952709795398285,0.6924220616672028,-4.161914733001112
5.54587407631201,0.02933261015735598,0.7005293853456418,-4.201290990900631
5.584316238902812,0.02926827141864846,0.7086976348558816,-4.24305918435234
5.62302486983464,0.02937221499569207,0.7168148625305752,-4.284329074473405
5.662001816177789,0.02899034259812703,0.7251465831262731,-4.326811564226233
5.701248937805849,0.02911828045320638,0.7335093988750474,-4.367560111124462
5.74076810748442,0.02918655363214311,0.7416087984476537,-4.411889790690957
5.780561210960503,0.02857804905892657,0.7499144691244054,-4.452612537302919
5.82063014705246,0.02848372552889943,0.75845139120144,-4.495537077768006
5.860976827740657,0.02840045986058825,0.7668875598900047,-4.540311790349605
5.901603178258655,0.02835154560706188,0.7751740917168546,-4.58410537157642
5.9425111371851,0.02830047727662816,0.7836985002818044,-4.628500902622534
5.983702656536221,0.02822243344472746,0.7921970253768016,-4.672269401187719
6.025179701858993,0.02836981012965486,0.8007936053821221,-4.717531150431711
6.066944252324894,0.02808039663581858,0.8096689542064373,-4.76382790074166
6.108998300824368,0.02817948011460533,0.8179312294176024,-4.80844088481166
6.151343854061912,0.02810790785677684,0.8266646996615995,-4.854973837296235
6.193982932651852,0.02792951952374917,0.8351474946454241,-4.901742152164294
6.236917571214723,0.02755284272538835,0.8442710229435273,-4.94890108283532
6.280149818474384,0.02758770413912075,0.8527927972774131,-4.996805051554475
6.323681737355761,0.0275299715659516,0.8616623371571337,-5.044873470953846
6.367515405083314,0.0275048271320438,0.8703326940017215,-5.093627038057061
6.411652913280116,0.0274179638727555,0.8790032707316865,-5.142668459168085
6.45609636806768,0.0274428188788962,0.8877710741250384,-5.193723449440256
6.500847890166456,0.02730746307027784,0.896640739906705,-5.242935798947855
6.545909614997042,0.02721144136947939,0.9057115141028274,-5.294361600820352
6.591283692782044,0.02726505653930825,0.9142879045515911,-5.344682756673139
6.636972288648707,0.02728602249455463,0.923288953949991,-5.396431937364667
6.682977582732216,0.02734127103731011,0.9321941962922525,-5.449344426904695
6.729301770279748,0.02686511597191958,0.9415054055565125,-5.500772585725386
6.775947061755189,0.02700347680019203,0.95009316013635,-5.554413662018419
6.822915682944633,0.02699754975217653,0.9588599273132741,-5.607737707795891
6.870209875062582,0.02665304454734728,0.9679230933383423,-5.662517900653469
6.917831894858913,0.02671735352189808,0.9768272026894862,-5.717095670289311
6.965784014726524,0.02648521164361512,0.9859730414995991,-5.773369814749884
7.014068522809802,0.02651283701907174,0.9951064223554178,-5.828996597528008
7.062687723113777,0.02633700561626263,1.003944339728078,-5.887809504238717
7.111643935614107,0.0262706982938099,1.01297484883629,-5.94320879821133
7.160939496367726,0.02593030324326999,1.022303152562319,-6.002743501826131
7.210576757624355,0.02620328260883297,1.030892649651005,-6.060428053125985
7.260558087938717,0.02600361680091427,1.040233357692176,-6.121031621877364
7.310885872283599,0.02558550900198844,1.049393790951134,-6.180547104713
7.361562512163604,0.02543804877001744,1.058754805385033,-6.242319770040474
7.41259042572978,0.02551965265321315,1.067786170862445,-6.304090670985772
7.463972047894988,0.02536972133515535,1.076996302519469,-6.366658771103573
7.515709830450112,0.02537657413512744,1.086082154660651,-6.429806854996109
7.567806242181051,0.02486932173834977,1.095577041189794,-6.493387672851817
7.620263768986462,0.02491529815318077,1.104711171644044,-6.558869664660136
7.673084913996478,0.02509281298425131,1.114124197833781,-6.623929805888849
7.726272197692071,0.0255818474426038,1.123543218059101,-6.689840228940213
7.779828158025383,0.02626248414887665,1.133112070691823,-6.755381907297249
7.83375535054075,0.02659089366623632,1.142936280709189,-6.823450418245372
7.88805634849675,0.02735307936387828,1.152715335052035,-6.890169830076873
7.942733742988895,0.02840189580717551,1.162224523139155,-6.959072252264505
7.997790143073356,0.02902569487804139,1.171696178871604,-7.028701309950833
8.053228175891357,0.03001472556483564,1.181204134470541,-7.098226377727016
8.109050486794658,0.03064112305267378,1.191081668904542,-7.16928696125234
8.165259739471672,0.03171695152137712,1.200686674753294,-7.238374129925466
8.221858616074663,0.03236778366049684,1.210349110176098,-7.311012021896943
8.278849817347647,0.03310374954684593,1.21976469081353,-7.384488555263516
8.336236062755322,0.03434772061649613,1.229344785370449,-7.457965927812225
8.394020090612804,0.03544360413946892,1.238657979400129,-7.532815982908605
8.452204658216324,0.03642266627991665,1.248191326040678,-7.606201781156145
8.510792541974759,0.03754033160572995,1.258212599073901,-7.68178233321396
8.569786537542136,0.0392620287273313,1.268126855676084,-7.756742030056493
8.62918945995102,0.04077061156854345,1.278024189526811,-7.831349617278114
8.689004143746882,0.04264475334425089,1.287340303724151,-7.907568341111784
8.749233443123291,0.04457927401863819,1.297112461998192,-7.985866926120224
8.809880232058156,0.04583150323153615,1.307198424678231,-8.062164607222368
8.870947404450831,0.04797229490377031,1.316871281115593,-8.139795404937516
8.932437874260257,0.04956764075630285,1.326722361481888,-8.217624001882513
8.994354575643946,0.0512658624933161,1.336349304142964,-8.295523406975494
9.056700463098021,0.05303861141831581,1.346280215422385,-8.375315191527136
9.119478511598192,0.05489955317737331,1.356021590068498,-8.454371182066296
9.182691716741736,0.05673126677450863,1.365880686885404,-8.534690625428453
9.246343094890399,0.05852668640825926,1.375594522273201,-8.61191481627219
9.310435683314347,0.06014262800275915,1.386184157817173,-8.6881252065862
9.374972540337096,0.0615016430949264,1.396473252037677,-8.761677200332812
9.439956745481473,0.06263901410356625,1.407339609392111,-8.832826589455305
9.505391399616508,0.06406053439812817,1.418339665027586,-8.90487052988604
9.57127962510544,0.06494654691628626,1.429606373822679,-8.976170197404464
9.637624565954683,0.0660140973481159,1.440522162109704,-9.047441764306399
9.704429387963897,0.06667144671905742,1.451783159975389,-9.118026172015023
9.771697278876982,0.06714170264120478,1.463364729716666,-9.187134656823915
9.839431448534235,0.06789866796892073,1.474702439793842,-9.258631657874716
9.907635129025493,0.06791122200252661,1.486446423389577,-9.328063975715207
9.976311574844404,0.0675975974226197,1.498653801637247,-9.397938742637564
10.04546406304365,0.06743853658655471,1.510750548820501,-9.467624327369123
10.11509589339137,0.06645949893900971,1.523013091183916,-9.536255113431302
10.1852103885286,0.06526640828696489,1.536224532529382,-9.603955796468341
10.25581089412783,0.06287058145359513,1.549830220196005,-9.67264852773684
10.32690077905266,0.05958963430525828,1.564076458997484,-9.741680135588012
10.39848343551849,0.05580713321816124,1.578586738030543,-9.81265279201185
10.47056227925447,0.05190956555754057,1.592609228666269,-9.886048132011538
10.54314074966645,0.04696460967392985,1.607919221156603,-9.960474215588974
